study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp
PRJEB32839	SAMEA7225806	ERX10611257	ERR11178371	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/071/ERR11178371/ERR11178371_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/071/ERR11178371/ERR11178371_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178371/35207_2#18.cram	
PRJEB32839	SAMEA7225713	ERX10611258	ERR11178372	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/072/ERR11178372/ERR11178372_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/072/ERR11178372/ERR11178372_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178372/35207_2#19.cram	
PRJEB32839	SAMEA7225838	ERX10611259	ERR11178373	39320	Heterobilharzia americana	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/073/ERR11178373/ERR11178373_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/073/ERR11178373/ERR11178373_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178373/35207_2#20.cram	
PRJEB32839	SAMEA7225747	ERX10611260	ERR11178374	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/074/ERR11178374/ERR11178374_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/074/ERR11178374/ERR11178374_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178374/35207_2#21.cram	
PRJEB32839	SAMEA7225761	ERX10611261	ERR11178375	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/075/ERR11178375/ERR11178375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/075/ERR11178375/ERR11178375_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178375/35207_2#22.cram	
PRJEB32839	SAMEA7225668	ERX10611262	ERR11178376	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/076/ERR11178376/ERR11178376_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/076/ERR11178376/ERR11178376_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178376/35207_2#23.cram	
PRJEB32839	SAMEA7225777	ERX10611263	ERR11178377	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/077/ERR11178377/ERR11178377_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/077/ERR11178377/ERR11178377_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178377/35207_2#24.cram	
PRJEB32839	SAMEA7225686	ERX10611264	ERR11178378	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/078/ERR11178378/ERR11178378_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/078/ERR11178378/ERR11178378_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178378/35207_2#25.cram	
PRJEB32839	SAMEA7225793	ERX10611265	ERR11178379	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/079/ERR11178379/ERR11178379_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/079/ERR11178379/ERR11178379_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178379/35207_2#26.cram	
PRJEB32839	SAMEA7225699	ERX10611266	ERR11178380	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/080/ERR11178380/ERR11178380_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/080/ERR11178380/ERR11178380_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178380/35207_2#27.cram	
PRJEB32839	SAMEA7225809	ERX10611267	ERR11178381	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/081/ERR11178381/ERR11178381_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/081/ERR11178381/ERR11178381_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178381/35207_2#28.cram	
PRJEB32839	SAMEA7225715	ERX10611268	ERR11178382	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/082/ERR11178382/ERR11178382_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/082/ERR11178382/ERR11178382_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178382/35207_2#29.cram	
PRJEB32839	SAMEA7225749	ERX10611269	ERR11178383	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/083/ERR11178383/ERR11178383_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/083/ERR11178383/ERR11178383_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178383/35207_2#30.cram	
PRJEB32839	SAMEA7225763	ERX10611270	ERR11178384	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/084/ERR11178384/ERR11178384_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/084/ERR11178384/ERR11178384_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178384/35207_2#31.cram	
PRJEB32839	SAMEA7225670	ERX10611271	ERR11178385	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/085/ERR11178385/ERR11178385_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/085/ERR11178385/ERR11178385_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178385/35207_2#32.cram	
PRJEB32839	SAMEA7225779	ERX10611272	ERR11178386	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/086/ERR11178386/ERR11178386_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/086/ERR11178386/ERR11178386_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178386/35207_2#33.cram	
PRJEB32839	SAMEA7225684	ERX10611273	ERR11178387	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/087/ERR11178387/ERR11178387_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/087/ERR11178387/ERR11178387_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178387/35207_2#34.cram	
PRJEB32839	SAMEA7225796	ERX10611274	ERR11178388	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/088/ERR11178388/ERR11178388_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/088/ERR11178388/ERR11178388_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178388/35207_2#35.cram	
PRJEB32839	SAMEA7225701	ERX10611275	ERR11178389	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/089/ERR11178389/ERR11178389_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/089/ERR11178389/ERR11178389_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178389/35207_2#36.cram	
PRJEB32839	SAMEA7225812	ERX10611276	ERR11178390	6186	Schistosoma curassoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/090/ERR11178390/ERR11178390_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/090/ERR11178390/ERR11178390_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178390/35207_2#37.cram	
PRJEB32839	SAMEA7225717	ERX10611277	ERR11178391	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/091/ERR11178391/ERR11178391_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/091/ERR11178391/ERR11178391_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178391/35207_2#38.cram	
PRJEB32839	SAMEA7225751	ERX10611278	ERR11178392	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/092/ERR11178392/ERR11178392_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/092/ERR11178392/ERR11178392_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178392/35207_2#39.cram	
PRJEB32839	SAMEA7225765	ERX10611279	ERR11178393	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/093/ERR11178393/ERR11178393_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/093/ERR11178393/ERR11178393_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178393/35207_2#40.cram	
PRJEB32839	SAMEA7225672	ERX10611280	ERR11178394	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/094/ERR11178394/ERR11178394_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/094/ERR11178394/ERR11178394_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178394/35207_2#41.cram	
PRJEB32839	SAMEA7225782	ERX10611281	ERR11178395	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/095/ERR11178395/ERR11178395_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/095/ERR11178395/ERR11178395_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178395/35207_2#42.cram	
PRJEB32839	SAMEA7225688	ERX10611282	ERR11178396	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/096/ERR11178396/ERR11178396_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/096/ERR11178396/ERR11178396_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178396/35207_2#43.cram	
PRJEB32839	SAMEA7225797	ERX10611283	ERR11178397	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/097/ERR11178397/ERR11178397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/097/ERR11178397/ERR11178397_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178397/35207_2#44.cram	
PRJEB32839	SAMEA7225703	ERX10611284	ERR11178398	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/098/ERR11178398/ERR11178398_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/098/ERR11178398/ERR11178398_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178398/35207_2#45.cram	
PRJEB32839	SAMEA7225813	ERX10611285	ERR11178399	48269	Schistosoma margrebowiei	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/099/ERR11178399/ERR11178399_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/099/ERR11178399/ERR11178399_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178399/35207_2#46.cram	
PRJEB32839	SAMEA7225718	ERX10611286	ERR11178400	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/000/ERR11178400/ERR11178400_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/000/ERR11178400/ERR11178400_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178400/35207_2#47.cram	
PRJEB32839	SAMEA7225753	ERX10611287	ERR11178401	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/001/ERR11178401/ERR11178401_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/001/ERR11178401/ERR11178401_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178401/35207_2#48.cram	
PRJEB32839	SAMEA7225767	ERX10611288	ERR11178402	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/002/ERR11178402/ERR11178402_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/002/ERR11178402/ERR11178402_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178402/35207_2#49.cram	
PRJEB32839	SAMEA7225674	ERX10611289	ERR11178403	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/003/ERR11178403/ERR11178403_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/003/ERR11178403/ERR11178403_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178403/35207_2#50.cram	
PRJEB32839	SAMEA7225783	ERX10611290	ERR11178404	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/004/ERR11178404/ERR11178404_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/004/ERR11178404/ERR11178404_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178404/35207_2#51.cram	
PRJEB32839	SAMEA7225690	ERX10611291	ERR11178405	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/005/ERR11178405/ERR11178405_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/005/ERR11178405/ERR11178405_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178405/35207_2#52.cram	
PRJEB32839	SAMEA7225798	ERX10611292	ERR11178406	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/006/ERR11178406/ERR11178406_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/006/ERR11178406/ERR11178406_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178406/35207_2#53.cram	
PRJEB32839	SAMEA7225705	ERX10611293	ERR11178407	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/007/ERR11178407/ERR11178407_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/007/ERR11178407/ERR11178407_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178407/35207_2#54.cram	
PRJEB32839	SAMEA7225815	ERX10611294	ERR11178408	6188	Schistosoma rodhaini	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/008/ERR11178408/ERR11178408_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/008/ERR11178408/ERR11178408_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178408/35207_2#55.cram	
PRJEB32839	SAMEA7225721	ERX10611295	ERR11178409	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/009/ERR11178409/ERR11178409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/009/ERR11178409/ERR11178409_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178409/35207_2#56.cram	
PRJEB32839	SAMEA7225755	ERX10611296	ERR11178410	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/010/ERR11178410/ERR11178410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/010/ERR11178410/ERR11178410_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178410/35207_2#57.cram	
PRJEB32839	SAMEA7225769	ERX10611297	ERR11178411	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/011/ERR11178411/ERR11178411_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/011/ERR11178411/ERR11178411_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178411/35207_2#58.cram	
PRJEB32839	SAMEA7225677	ERX10611298	ERR11178412	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/012/ERR11178412/ERR11178412_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/012/ERR11178412/ERR11178412_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178412/35207_2#59.cram	
PRJEB32839	SAMEA7225784	ERX10611299	ERR11178413	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/013/ERR11178413/ERR11178413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/013/ERR11178413/ERR11178413_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178413/35207_2#60.cram	
PRJEB32839	SAMEA7225801	ERX10611300	ERR11178414	6183	Schistosoma mansoni	ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/014/ERR11178414/ERR11178414_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR111/014/ERR11178414/ERR11178414_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR111/ERR11178414/35207_2#61.cram	
